ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalogue,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wp_page_template,Meta: fb_product_item_id,Meta: fb_visibility,Meta: _wc_facebook_sync_enabled,Meta: fb_product_description,Meta: _wc_facebook_product_image_source,Meta: fb_product_image,Meta: fb_product_price,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_focuskeywords,Meta: _yoast_wpseo_keywordsynonyms,Meta: _yoast_wpseo_primary_product_cat,Meta: _yith_wcbm_badge_from_date,Meta: _yith_wcbm_badge_to_date,Meta: fb_product_group_id,Meta: _wc_facebook_commerce_enabled,Meta: _yith_wcbm_badge_schedule,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _yoast_indexnow_last_ping,Meta: _yoast_wpseo_wordproof_timestamp,Meta: _yoast_wpseo_primary_fb_product_set,Meta: _yoast_wpseo_primary_product_brand,Meta: _wp_old_date,Meta: _yoast_wpseo_opengraph-title,Meta: _yoast_wpseo_opengraph-description,Meta: _yoast_wpseo_opengraph-image,Meta: _yoast_wpseo_opengraph-image-id,Meta: _yoast_wpseo_metadesc,Meta: _yoast_wpseo_twitter-description,Meta: _yoast_wpseo_focuskw,Meta: _yoast_wpseo_linkdex,Meta: fb_rich_text_description,Meta: fb_brand,Meta: fb_mpn,Meta: fb_size,Meta: fb_color,Meta: fb_material,Meta: fb_pattern,Meta: fb_age_group,Meta: fb_gender,Meta: fb_product_condition,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Meta: _wp_desired_post_slug,Meta: yith_wcbm_badge_options_schedule,Meta: yith_wcbm_badge_options_security,Meta: yith_wcbm_badge_options_schedule_from,Meta: yith_wcbm_badge_options_schedule_to,Attribute 4 default,Meta: _oembed_3a1aea8bf90fd50d4b2f46b28e4c9756,Meta: _oembed_ccf759f70b721a0ed28e9a480edbf902,Meta: _oembed_8a7f2ecc928babb54b1fe347cdd1a103,Meta: _oembed_time_8a7f2ecc928babb54b1fe347cdd1a103,Meta: __is_newly_created_product,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global
42819,simple,5-038,,Large Letterman Triptych Landscape Trees,1,0,visible,"""The typical Letterman painting is not a painting at all. Most of them were manufactured (using a silkscreen-like process) in the Far East (China or perhaps the Philipines) during the 1970s and sold at JC Penney stores in the U.S.
\n
\n<b>Letterman</b> oil ""<b>paintings""</b> are a collection of works created to look like original oil <b>paintings</b>. Although there is no single <b>Letterman artist</b>, the <b>paintings</b> themselves are collectible by fans for their place in mid-century Americana.
\n
\nThe original artist was typically a “company man” or woman and therefore not acknowledged. They were contract or salary employees whose work-product became property of the company they worked for. Their work was copied much like a computer graphics image is used (copied) to create T-shirts using multi-colored passes and a silk-screen pattern.
\n
\nIf you compare two similiar paintings, the evidence will be apparent. Right down to the “simulated” brush-strokes possible with silk-screen technology.
\n
\nOne could stand in the isle of Penney’s and choose paintings of the same image from a choice of different sizes and even different color schemes.""",,,,taxable,,0,0,,0,0,,,,,0,,,3250,"Art, New",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-038_4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-038_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-038_3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-038_1.jpg",,,,,,,,,0,,Producer,Letterman,1,1,default,3.62461E+15,yes,yes,,product,,,Country,USA,1,1,Dimensions,196cm x 107cm(H),1,0,,,,,,,,,,,,,30,[],"[""""]",729,16/11/2020,30/11/2020,3.62461E+15,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42820,simple,5-039,,Letterman Abstract Pentagon,1,0,visible,"""The typical Letterman painting is not a painting at all. Most of them were manufactured (using a silkscreen-like process) in the Far East (China or perhaps the Philipines) during the 1970s and sold at JC Penney stores in the U.S.
\n
\n<b>Letterman</b> oil ""<b>paintings""</b> are a collection of works created to look like original oil <b>paintings</b>. Although there is no single <b>Letterman artist</b>, the <b>paintings</b> themselves are collectible by fans for their place in mid-century Americana.
\n
\nThe original artist was typically a “company man” or woman and therefore not acknowledged. They were contract or salary employees whose work-product became property of the company they worked for. Their work was copied much like a computer graphics image is used (copied) to create T-shirts using multi-colored passes and a silk-screen pattern.
\n
\nIf you compare two similiar paintings, the evidence will be apparent. Right down to the “simulated” brush-strokes possible with silk-screen technology.
\n
\nOne could stand in the isle of Penney’s and choose paintings of the same image from a choice of different sizes and even different color schemes.""",,,,taxable,,0,0,,0,0,,,,,0,,,1850,"Art, New",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-039_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-039_2.jpg",,,,,,,,,0,,Producer,Letterman,1,1,default,3.55444E+15,yes,yes,,product,,,Country,USA,1,1,Dimensions,94cm x 94cm,1,0,,,,,,,,,,,,,60,[],"[""""]",729,16/11/2020,30/11/2020,3.55444E+15,no,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42839,variable,,,Retro Yellow Setting - 2 Swivel Chairs & Laminex Table,1,0,visible,chairs on hold. all items sold separately,,,,taxable,,0,,,0,0,,,,,0,,,,"Chairs, Chairs > Dining chairs, Tables > Dining tables, New, Chairs > Occasional Chairs, Tables > Other tables, Tables",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-004.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-004A_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-004A_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-004B.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-004A_5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-004A_4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-004A_3.jpg",,,,,,,,,0,,Type,"Chair, Table",0,0,default,,,no,,,,,,,,,,,,,,,,,,,,,,,,,30,[],"[""""]",880,,,3.76785E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42854,simple,ConAD25,,70% OFF - Contemporary Black Gloss Floor Lamps,1,0,visible,Some marks &amp; scuffs in accordance with previous use,,,,taxable,,0,0,,0,0,,,,,0,,142.5,475,"Consignment, Lighting > Floor lights, Lighting, On Sale",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/09/ConAD20_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/ConAD20_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/ConAD20_3.jpg",,,,,,,,,0,,Materials,Metal,1,1,default,3.56316E+15,no,yes,,product,,,Dimensions,"175 cm (H)
50.5 cm Diameter (shade)",1,0,,,,,,,,,,,,,,,,,60,[],"[""""]",583,,,3.56316E+15,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42859,simple,4-144,,Norwegian Stained Beech & Black Leather Chairs by Fredrik Kayser,1,0,visible,,,,,taxable,,0,0,1,0,0,,,,,0,,,950,"Chairs, Chairs > Lounge chairs, New, Chairs > Occasional Chairs, On Sale",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/09/4-144_5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/4-144_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/4-144_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/4-144_3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/4-144_4.jpg",,,,,,,,,0,,Designer,Frederik Kayser,1,1,default,3.75839E+15,yes,yes,,product,,,Producer,Artes,1,1,Country,Norway,1,1,Materials,"black leather, Curved beech plywood",1,1,Dimensions,57 cm (W) x 69 cm (L) x 84 cm (H),1,0,,,,,30,[],"[""""]",2100,12/11/2020,24/12/2020,3.75839E+15,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42865,simple,4-921,,Gerald Easdon Nest of Teak Tables with Sleigh Legs,1,0,visible,Nest of 3 tables,,,,taxable,,0,0,,0,0,,,,,0,,,1150,"Tables > Coffee/Sofa Tables, On Sale, Tables > Other tables, Tables > Side tables, Tables",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/09/4-921_3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/4-921_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/4-921_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/4-921_4.jpg",,,,,,,,,0,,Designer,Gerald Easdon,1,1,default,3.38704E+15,yes,yes,,product,,,Country,Australia,1,1,Materials,Teak,1,1,Dimensions,77 cm (W) x 46.5 cm (L) x 46.5 cm (H),1,0,,,,,,,,,30,[],"[""""]",880,13/11/2020,24/12/2020,3.38704E+15,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42870,simple,5-008,,Fler Blackwood Dining Chairs (set of 6),1,0,visible,sold as a set of 6,,,,taxable,,0,0,,0,0,,,,,0,,,2070,"Chairs, Chairs > Dining chairs",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-008_3-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-008_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-008_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-008_4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-008_5.jpg",,,,,,,,,0,,Producer,Fler,1,1,default,3.34291E+15,,yes,,,,,Country,Australia,1,1,Materials,Australian Blackwood,1,1,Dimensions,51 cm (W) x 46 cm (L) x 60.5 cm (H),1,0,,,,,,,,,30,[],"[""""]",651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42877,simple,WPcon17,,Stylecraft Cane Woven Chairs,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,795,"Chairs, Consignment, Chairs > Occasional Chairs",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/09/WPcon17_6.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/WPcon17_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/WPcon17_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/WPcon17_3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/WPcon17_4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/WPcon17_5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/WPcon17_7.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/WPcon17_8.jpg",,,,,,,,,0,,Producer,Stylecraft,1,1,default,3.53623E+15,yes,yes,,product,,,Materials,"Rattan, Steel frame",1,1,Dimensions,64 cm (W) x 71 cm (D) x 65 cm (H),1,0,,,,,,,,,,,,,30,[],"[""""]",2100,,,3.53623E+15,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42887,simple,ConWise10,,Framac Black Office Chairs,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,385,"Chairs, Consignment, Chairs > Office chairs",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/09/3-970_1-1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/3-970_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/3-970_3.jpg",,,,,,,,,0,,Producer,Framac,1,1,default,4.52979E+15,,yes,,,,,Country,Australia,1,1,Materials,"black leather, Steel",1,1,Dimensions,60 cm (W) x 70 cm (L) x 81 cm (H),1,0,,,,,,,,,30,[],"[""""]",682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42893,simple,5-036,,Arrow 1960's Floor Lamp,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,1850,"Lighting > Floor lights, Lighting",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-036_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-036_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-036_3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-036_4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/09/5-036_5.jpg",,,,,,,,,0,,Producer,Arrow,1,1,default,3.49215E+15,yes,yes,,product,,,Country,Australia,1,1,Materials,"Brass & Metal, Opaque glass",1,1,dimensions,"163 cm (H)
37 cm diameter (base)",1,0,,,,,,,,,,[],"[""""]",583,23/11/2023,26/11/2023,3.49215E+15,no,1,0,1701486176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42909,simple,4-983,,Pair of Erik Buch Teak & Leather Stools,1,0,visible,"Danish interior &amp; industrial designer Erik Buch was born in 1923 in Copenhagen. Buch used simple organic, smooth lines to craft distinctive mid-century modern designs, combining fabric, and leather with nicely grained woods, such as polished teak, oak, and rosewood.
\n
\nThese 2 , Model #61, are sold as a pair",,,,taxable,,0,0,1,0,0,,,,,0,,,2900,"Chairs, On Sale, Chairs > Stools",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/10/4-983_3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/4-983_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/4-983_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/4-983_4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/4-983_5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/4-983_6.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/4-983_7.jpg",,,,,,,,,0,,Designer,Erik Buch,1,1,default,3.36381E+15,yes,yes,,product,,,Country,Denmark,1,1,Materials,"original leather, Teak",1,1,Dimensions,"86.5 cm (H)
seat width 35 cm",1,0,,,,,,,,,30,[],"[""""]",880,18/08/2021,31/08/2021,3.36381E+15,no,yes,,,,,,,,,,,"Danish interior & industrial designer Erik Buch was born in 1923 in Copenhagen. Buch used simple organic, smooth lines to craft distinctive mid-century modern designs, combining fabric, and leather with nicely grained woods, such as polished teak, oak, and rosewood.These 2 , Model #61, are sold as a pair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42918,simple,5-047,,40% OFF - Bamboo / Cane Easel,1,0,visible,,,,,taxable,,0,0,1,0,0,,,,,0,,477,795,"Art, Objects, On Sale, Objects > Other objects",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/10/5-047_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/5-047_4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/5-047_3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/5-047_1.jpg",,,,,,,,,0,,Materials,"Bamboo, Cane",1,1,default,3.36524E+15,yes,yes,,product,,,,,,,,,,,,,,,,,,,,,,,,[],"[""""]",729,13/11/2020,24/12/2020,3.36524E+15,no,1,1,1729984544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42923,simple,4-644,,Arne Jacobsen Swan Chair,1,0,visible,"Amazing original Pale Blue Arne Jacobsen Swan Chair reupholstered in brand new pure wool. The Swan chair was designed in 1958 by Arne Jacobsen, the same architect and designer who created the Egg chair. Alongside the Egg chair, the Swan chair was originally crafted for the Royal Hotel in Copenhagen (also architected by Arne Jacobsen).",,,,taxable,,0,0,,0,0,,,,,0,,,8950,"Designers > Arne Jacobsen, Chairs, Chairs > Lounge chairs, New, Chairs > Occasional Chairs",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/10/4-644_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/4-644_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/4-644_3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/4-644_4.jpg",,,,,,,,,0,,Designer,Arne Jacobsen,1,1,default,3.32962E+15,yes,yes,,product,,,Producer,Fritz Hansen,1,1,Country,Denmark,1,1,Materials,"Aluminium, New upholstery",1,1,Dimensions,76 cm (W) x 79.5 (D) x 77.5 cm (H),1,0,,,,,30,"[{""keyword"":""Swan chair"",""score"":""bad""},{""keyword"":""Vampt Vintage "",""score"":""bad""}]","["""","""",""""]",555,,,3.32962E+15,,,,,,,,,Vampt Vintage Design | Arne Jacobsen Swan Chair,"ONE AVAILABLE NOW - Amazing original Pale Blue Arne Jacobsen Swan Chair reupholstered in brand new pure wool. The Swan chair was designed in 1958 by Arne Jacobsen, the same architect and designer who created the Egg chair. Alongside the Egg chair, the Swan chair was originally crafted for the Royal Hotel in Copenhagen (also architected by Jacobsen).",https://vamptvintagedesign.com/wp-content/uploads/2020/10/4-644_2.jpg,42925,"Amazing original Pale Blue Arne Jacobsen Swan Chair reupholstered in brand new pure wool. The Swan chair was designed in 1958 by Arne Jacobsen, the same architect and designer who created the Egg chair. Alongside the Egg chair, the Swan chair was originally crafted for the Royal Hotel in Copenhagen (also architected by Arne Jacobsen).","Amazing original Pale Blue Arne Jacobsen Swan Chair reupholstered in brand new pure wool. The Swan chair was designed in 1958 by Arne Jacobsen, the same architect and designer who created the Egg chair. Alongside the Egg chair, the Swan chair was originally crafted for the Royal Hotel in Copenhagen (also architected by Jacobsen).",Arne Jacobsen,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42928,simple,ConWise3,,Hundevad Oak Sideboard,1,0,visible,,,,,taxable,,0,0,1,0,0,,,,,0,,,3850,"Storage > Cabinet, Consignment, New, Storage > Sideboard, Storage",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/10/ConWISE3_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/ConWISE3_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/ConWISE3_3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/ConWISE3_4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/ConWISE3_5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/ConWISE3_6.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/ConWISE3_7.jpg",,,,,,,,,0,,Producer,Hundevad & Co.,1,1,default,2.98236E+15,yes,yes,,product,,,Country,Denmark,1,1,Materials,Oak,1,1,Dimensions,138.5 cm (W) x 43.6 cm (D) x 80.5 cm (H),1,0,,,,,,,,,30,[],"[""""]",896,,,2.98236E+15,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42936,simple,SH-76,,Børge Mogensen Compact Oak Sideboard,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,3250,"Designers > Børge Mogensen, Storage > Cabinet, On Sale, Storage > Sideboard, Storage",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-76_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-76_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-76_6.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-76_5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-76_4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-76_3.jpg",,,,,,,,,0,,Designer,Børge Mogensen,1,1,default,4.47795E+15,yes,yes,,product,,,Country,Denmark,1,1,Materials,Oak,1,1,Dimensions,134.5 cm (W) x 36 cm (D) x 84.5 cm (H),1,0,,,,,,,,,30,[],"[""""]",896,13/11/2020,24/12/2020,4.47795E+15,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42943,simple,SH-74,,Hollywood Regency Nest of Tables (3) Attributed to Charles Hollis,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,1850,"Tables > Other tables, Tables > Side tables, Tables",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-74_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-74_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-74_3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-74_4.jpg",,,,,,,,,0,,Designer,attributed to Charles Hollis,1,1,default,3.42943E+15,,yes,,,,,Country,USA,1,1,Materials,"Brass, Perspex",1,1,Dimensions,56 cm (W) x 40 cm (D) x 46 cm (H),1,0,,,,,,,,,30,[],"[""""]",862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42963,simple,5-042,,Large Letterman Bird & Forest Wall Art / Screen Print,1,0,visible,"""The typical Letterman painting is not a painting at all. Most of them were manufactured (using a silkscreen-like process) in the Far East (China or perhaps the Philipines) during the 1970s and sold at JC Penney stores in the U.S.
\n
\n<b>Letterman</b> oil ""<b>paintings""</b> are a collection of works created to look like original oil <b>paintings</b>. Although there is no single <b>Letterman artist</b>, the <b>paintings</b> themselves are collectible by fans for their place in mid-century Americana.
\n
\nThe original artist was typically a “company man” or woman and therefore not acknowledged. They were contract or salary employees whose work-product became property of the company they worked for. Their work was copied much like a computer graphics image is used (copied) to create T-shirts using multi-colored passes and a silk-screen pattern.
\n
\nIf you compare two similiar paintings, the evidence will be apparent. Right down to the “simulated” brush-strokes possible with silk-screen technology.
\n
\nOne could stand in the isle of Penney’s and choose paintings of the same image from a choice of different sizes and even different color schemes.""",,,,taxable,,0,0,1,0,0,,,,,0,,,2950,Art,,,"https://vamptvintagedesign.com/wp-content/uploads/2020/10/5-042_3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/5-042_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/5-042_2.jpg",,,,,,,,,0,,Producer,Letterman,1,1,default,3.32501E+15,yes,yes,,product,,,Country,USA,1,1,,,,,,,,,,,,,,,,,30,[],"[""""]",729,16/11/2020,30/11/2020,3.32501E+15,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42967,simple,SH-82,,Børge Mogensen 2 door Oak Cabinets,1,0,visible,2 available.  These are sold separately but have a look at the thumbnails to see an example of an earlier pair we had sitting side by side - just beautiful!,,,,taxable,,0,0,1,0,0,,,,,0,,,4950,"Designers > Børge Mogensen, Storage > Cabinet, New, Storage > Sideboard, Storage",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-82_7.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-82_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-82_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-82_3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-82_4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-82_5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-82_6.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-82_10.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/SH-82_8.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/05/Pair-of-Danish-Oak-Compact-Sideboards-by-Borge-Mogensen-1.jpg",,,,,,,,,0,,Designer,Børge Mogensen,1,1,default,3.53623E+15,yes,yes,,product,,,Producer,Karl Andersson and Soner,1,1,Country,Denmark,1,1,Materials,"Metal, Oak",1,1,Dimensions,135 cm (W) x 36 cm (D) x 84 cm (H),1,0,,,,,30,[],"[""""]",910,,,3.53623E+15,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42979,simple,3-098,,Grassweave Hanging Pendant Light Shade,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,395,"Lighting, Lighting > Pendant lights",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/10/3-098_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/3-098_3.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/3-098_1.jpg",,,,,,,,,0,,Materials,"Grassweave, Metal",1,1,default,3.30203E+15,yes,yes,,product,,,Dimensions,51cm (Diameter) x 29.5cm (H),1,0,,,,,,,,,,,,,,,,,,[],"[""""]",581,,,3.30203E+15,no,0,0,1700714020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42984,simple,4-035,,Timber Tripod with Black & White Lamp Shade,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,750,"Lighting > Floor lights, Lighting, New",,,"https://vamptvintagedesign.com/wp-content/uploads/2020/10/4-035_1.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/4-035_4.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/4-035_5.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/4-035_2.jpg, https://vamptvintagedesign.com/wp-content/uploads/2020/10/4-035_3.jpg",,,,,,,,,0,,Materials,"Bakelite, Fabric, Metal & Timber",1,1,default,,,yes,,,,,Dimensions,57cm(Diameter) x 163cm(H),1,0,,,,,,,,,,,,,,,,,30,[],"[""""]",583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
